Time: 0 | a: 0100101000101101 | b: 1011001111010100 | result: 11101001111011011110010001000100 | result (hex): e9ede444
Time: 7160 | a: 1100010001100100 | b: 0100100110000010 | result: 11101110111000100011111011001000 | result (hex): eee23ec8
Time: 7170 | a: 1000111010110110 | b: 0011100101110001 | result: 11100110100101001000010001010110 | result (hex): e6948456
Time: 7180 | a: 0001110011000001 | b: 1011011110001011 | result: 11110111110111001001001111001011 | result (hex): f7dc93cb
Time: 7190 | a: 0101011001001110 | b: 1011110001110001 | result: 11101001001110010110000001101110 | result (hex): e939606e
Time: 7200 | a: 1110100110000001 | b: 0011110101010100 | result: 11111010100111000101101101010100 | result (hex): fa9c5b54
Time: 7210 | a: 0000001011100101 | b: 1011001100000000 | result: 11111111001000010001111100000000 | result (hex): ff211f00
Time: 7220 | a: 1101100101100001 | b: 0011101101110110 | result: 11110111000001111000110110110110 | result (hex): f7078db6
Time: 7230 | a: 0000011000101110 | b: 0110010100100101 | result: 00000010011100010000101010100110 | result (hex): 2710aa6
Time: 7240 | a: 0011010101110011 | b: 1000100101010010 | result: 11100111001110001010100111010110 | result (hex): e738a9d6
Time: 7250 | a: 1011011100001001 | b: 0110111000001001 | result: 11100000101000110100110101010001 | result (hex): e0a34d51
Time: 7260 | a: 0000110100111000 | b: 1000111101001110 | result: 11111010001011100100111100010000 | result (hex): fa2e4f10
Time: 7270 | a: 1011111110010011 | b: 1001111101111110 | result: 00011000010010011001011101011010 | result (hex): 1849975a
Time: 7280 | a: 1000110011111111 | b: 1010110001010101 | result: 00100101100101100010010010101011 | result (hex): 259624ab
Time: 7290 | a: 1010010100111101 | b: 0110100101000101 | result: 11011010101011011000111001110001 | result (hex): daad8e71
Time: 7300 | a: 0101100011000010 | b: 1100011100110010 | result: 11101100010011100010001111100100 | result (hex): ec4e23e4
Time: 7310 | a: 1011110110110110 | b: 1001110100100110 | result: 00011001100110001100011100000100 | result (hex): 1998c704
Time: 7320 | a: 1001000010110101 | b: 1100110001101100 | result: 00010110011011000100100001011100 | result (hex): 166c485c
Time: 7330 | a: 0101011010011000 | b: 0010110101110110 | result: 00001111011000001010001000010000 | result (hex): f60a210
Time: 7340 | a: 0000001111110111 | b: 0010110011100110 | result: 00000000101100100000001111101010 | result (hex): b203ea
Time: 7350 | a: 0110100111100111 | b: 0110110101111001 | result: 00101101010010010110100100101111 | result (hex): 2d49692f
Time: 7360 | a: 1110101000111011 | b: 1110110011001100 | result: 00000001101000100000101100000100 | result (hex): 1a20b04
Time: 7370 | a: 1010000001111001 | b: 0100001110011100 | result: 11100110110001010111010010111100 | result (hex): e6c574bc
Time: 7380 | a: 1010100001000010 | b: 0010011010100111 | result: 11110010110000001000111100001110 | result (hex): f2c08f0e
Time: 7390 | a: 0010100011000001 | b: 0101110110110101 | result: 00001110111010101110110101110101 | result (hex): eeaed75
Time: 7400 | a: 0010111111111001 | b: 0101111111001011 | result: 00010001111100110111000101110011 | result (hex): 11f37173
Time: 7410 | a: 0100101110111111 | b: 1011110100110010 | result: 11101100001110111100111001001110 | result (hex): ec3bce4e
Time: 7420 | a: 0110111100011001 | b: 1000101101010010 | result: 11001101010111010010100100000010 | result (hex): cd5d2902
Time: 7430 | a: 1101110010110000 | b: 0111110000011001 | result: 11101110111000011100110100110000 | result (hex): eee1cd30
Time: 7440 | a: 1011011110100111 | b: 0000000111101101 | result: 11111111011101001010110010011011 | result (hex): ff74ac9b
Time: 7450 | a: 0110010101011110 | b: 1001000001101001 | result: 11010011110100000111001110001110 | result (hex): d3d0738e
Time: 7460 | a: 0100100100011111 | b: 1010001100010100 | result: 11100101011101010111001101101100 | result (hex): e575736c
Time: 7470 | a: 1010110110001111 | b: 0101100111010100 | result: 11100011000100100111000101101100 | result (hex): e312716c
Time: 7480 | a: 1110111110000000 | b: 1000010000100111 | result: 00000111111110110111110010000000 | result (hex): 7fb7c80
Time: 7490 | a: 0000011101001010 | b: 0111001101111000 | result: 00000011010010011010100010110000 | result (hex): 349a8b0
Time: 7500 | a: 0011000100001110 | b: 1111000100110010 | result: 11111101001010011100001010111100 | result (hex): fd29c2bc
Time: 7510 | a: 0110000011110001 | b: 1001101101001001 | result: 11011001110111001000111110111001 | result (hex): d9dc8fb9
Time: 7520 | a: 0101110111111110 | b: 1000000101101010 | result: 11010001100001011110100100101100 | result (hex): d185e92c
Time: 7530 | a: 0101111011100101 | b: 1000011001000001 | result: 11010010110111101111011000100101 | result (hex): d2def625
Time: 7540 | a: 0010100000010001 | b: 0000011110100110 | result: 00000001001100100111001000000110 | result (hex): 1327206
Time: 7550 | a: 0110001111110110 | b: 1101100000001010 | result: 11110000011001010111011110011100 | result (hex): f065779c
Time: 7560 | a: 1110011101110001 | b: 0010111110110101 | result: 11111011011011000110000111100101 | result (hex): fb6c61e5
Time: 7570 | a: 0001010100111100 | b: 1101011010001011 | result: 11111100100011111010111110010100 | result (hex): fc8faf94
Time: 7580 | a: 0011101100000111 | b: 0111000111101100 | result: 00011010010001001000000101110100 | result (hex): 1a448174
Time: 7590 | a: 1101001010100100 | b: 0111001010101110 | result: 11101011101011100011001101111000 | result (hex): ebae3378
Time: 7600 | a: 1111001111011001 | b: 1011100000000010 | result: 00000011011010101101111110110010 | result (hex): 36adfb2
Time: 7610 | a: 1000001100010111 | b: 1011110011111001 | result: 00100000101101000110010101011111 | result (hex): 20b4655f
Time: 7620 | a: 1101101100010111 | b: 1011000010100111 | result: 00001011011100001011110000000001 | result (hex): b70bc01
Time: 7630 | a: 1001011011001101 | b: 0100101010010111 | result: 11100001010110010011010011101011 | result (hex): e15934eb
Time: 7640 | a: 1011010011001110 | b: 0001111000011000 | result: 11110111001010010001011101010000 | result (hex): f7291750
Time: 7650 | a: 0011111000001111 | b: 0110010111011100 | result: 00011000101100010011111111100100 | result (hex): 18b13fe4
Time: 7660 | a: 1000111101001010 | b: 0001111100000000 | result: 11110010010110011111011000000000 | result (hex): f259f600
Time: 7670 | a: 1000000100100101 | b: 0110110101001000 | result: 11001001110110010001001101101000 | result (hex): c9d91368
Time: 7680 | a: 0010000001101010 | b: 0110000000001010 | result: 00001100001010010000010000100100 | result (hex): c290424
Time: 7690 | a: 0111001110001001 | b: 1100100001111011 | result: 11100110111100011000101011010011 | result (hex): e6f18ad3
Time: 7700 | a: 1110011110110001 | b: 0101011110000000 | result: 11110111101100001111111110000000 | result (hex): f7b0ff80
Time: 7710 | a: 0010000010000110 | b: 0100111100100010 | result: 00001010000011011010101111001100 | result (hex): a0dabcc
Time: 7720 | a: 0000011100110101 | b: 1011010111000010 | result: 11111101111010001110111100101010 | result (hex): fde8ef2a
Time: 7730 | a: 1010010110101101 | b: 1100001000111101 | result: 00010101110010101001010000111001 | result (hex): 15ca9439
Time: 7740 | a: 1010011110101111 | b: 1111100001010001 | result: 00000010101001101001011001011111 | result (hex): 2a6965f
Time: 7750 | a: 1011010011101011 | b: 0001101110001000 | result: 11110111111011001110010111011000 | result (hex): f7ece5d8
Time: 7760 | a: 0011000001010100 | b: 1011100000000011 | result: 11110010011010001111000011111100 | result (hex): f268f0fc
Time: 7770 | a: 0101100010000001 | b: 1000101101101011 | result: 11010111101100100000100011101011 | result (hex): d7b208eb
Time: 7780 | a: 1110100010101010 | b: 0110111101001111 | result: 11110101110110101000001001110110 | result (hex): f5da8276
Time: 7790 | a: 0101011000000010 | b: 0001110101111000 | result: 00001001111001101000101011110000 | result (hex): 9e68af0
Time: 7800 | a: 0000110101100111 | b: 0001010000010010 | result: 00000001000011001111110100111110 | result (hex): 10cfd3e
Time: 7810 | a: 0000001101010101 | b: 0001110010110001 | result: 00000000010111111001100111000101 | result (hex): 5f99c5
Time: 7820 | a: 1011001100010010 | b: 0000010001111010 | result: 11111110101001111001111010010100 | result (hex): fea79e94
Time: 7830 | a: 0000100111111001 | b: 0101001101111101 | result: 00000011010000001001100110010101 | result (hex): 3409995
Time: 7840 | a: 1110010010000101 | b: 1111110110000011 | result: 00000000010001000110000100001111 | result (hex): 44610f
Time: 7850 | a: 1001101111111000 | b: 0100110000110110 | result: 11100010001110001000011001010000 | result (hex): e2388650
Time: 7860 | a: 1101010100000011 | b: 0011110001111110 | result: 11110101110101111000101101111010 | result (hex): f5d78b7a
Time: 7870 | a: 0001101101011000 | b: 0101110000111000 | result: 00001001110110011001101101000000 | result (hex): 9d99b40
Time: 7880 | a: 0111001001000001 | b: 0100000100000110 | result: 00011101000001010010111010000110 | result (hex): 1d052e86
Time: 7890 | a: 1001111001110101 | b: 1001100111110000 | result: 00100110111000110111101010110000 | result (hex): 26e37ab0
Time: 7900 | a: 1011100101010111 | b: 1101001101100001 | result: 00001100010100001110111011110111 | result (hex): c50eef7
Time: 7910 | a: 0011010101111000 | b: 0110100110101011 | result: 00010110000100011110111100101000 | result (hex): 1611ef28
Time: 7920 | a: 0000101101100100 | b: 0000110111111010 | result: 00000000100111110011001110101000 | result (hex): 9f33a8
Time: 7930 | a: 0111010100010110 | b: 0111010000001110 | result: 00110101000101000101111100110100 | result (hex): 35145f34
Time: 7940 | a: 1111110101001001 | b: 0100101100011001 | result: 11111111001101000001111100100001 | result (hex): ff341f21
Time: 7950 | a: 0001000110000110 | b: 1000101010110000 | result: 11110111111110000100100000100000 | result (hex): f7f84820
Time: 7960 | a: 1101111100101011 | b: 1001010011011011 | result: 00001101101111011100010111001001 | result (hex): dbdc5c9
Time: 7970 | a: 0010011101100001 | b: 0001001000111101 | result: 00000010110011100011010000011101 | result (hex): 2ce341d
Time: 7980 | a: 0001100101010110 | b: 1011000101011010 | result: 11111000001101110101111000111100 | result (hex): f8375e3c
Time: 7990 | a: 1110010110111010 | b: 0111110111011011 | result: 11110011000101010101100000011110 | result (hex): f315581e
Time: 8000 | a: 0010111011011101 | b: 0000000110110011 | result: 00000000010011111010000110000111 | result (hex): 4fa187
Time: 8010 | a: 0100101000010001 | b: 1000001111100000 | result: 11011100000101101000000111100000 | result (hex): dc1681e0
Time: 8020 | a: 1011111000110001 | b: 1110010101101001 | result: 00000110110101011101011100011001 | result (hex): 6d5d719
Time: 8030 | a: 0110000000011001 | b: 1011000001110010 | result: 11100010001000101111101100100010 | result (hex): e222fb22
Time: 8040 | a: 1010011001101111 | b: 0111111010001110 | result: 11010011101110001111001110010010 | result (hex): d3b8f392
Time: 8050 | a: 1100101001100010 | b: 1101111111000111 | result: 00000110101111111011000000101110 | result (hex): 6bfb02e
Time: 8060 | a: 1101000111101111 | b: 0111111111011011 | result: 11101000111111100010100001110101 | result (hex): e8fe2875
Time: 8070 | a: 1100100101110010 | b: 0101110101010011 | result: 11101100000111001011100111110110 | result (hex): ec1cb9f6
Time: 8080 | a: 0000110111010101 | b: 1011111010001001 | result: 11111100011101100111110011111101 | result (hex): fc767cfd
Time: 8090 | a: 0101000101100001 | b: 1000101100011110 | result: 11011010110110000011010001011110 | result (hex): dad8345e
Time: 8100 | a: 1000100110100010 | b: 1110001011101000 | result: 00001101011100111011111011010000 | result (hex): d73bed0
Time: 8110 | a: 1001010111001110 | b: 1110100011001101 | result: 00001001100111111010010111110110 | result (hex): 99fa5f6
Time: 8120 | a: 1111011111000011 | b: 0011110100101111 | result: 11111110000001111111001111001101 | result (hex): fe07f3cd
Time: 8130 | a: 0111101100001010 | b: 1001000100011001 | result: 11001010101100101010110111111010 | result (hex): cab2adfa
Time: 8140 | a: 0110111010001001 | b: 1110000011000101 | result: 11110010100000111110111101101101 | result (hex): f283ef6d
Time: 8150 | a: 1000111011110100 | b: 0001110101100111 | result: 11110011000001000010100000101100 | result (hex): f304282c
Time: 8160 | a: 0110001001111000 | b: 0101100100000101 | result: 00100010001111011010010001011000 | result (hex): 223da458
Time: 8170 | a: 0010000101000111 | b: 1010000010101001 | result: 11110011100110110101011111011111 | result (hex): f39b57df
Time: 8180 | a: 1011111001101111 | b: 0000000101100000 | result: 11111111101001011101100010100000 | result (hex): ffa5d8a0
Time: 8190 | a: 1101000100011100 | b: 1110010011011110 | result: 00000100111110000100011001001000 | result (hex): 4f84648
Time: 8200 | a: 1111111111101111 | b: 0001101101111110 | result: 11111111111111100010110010100010 | result (hex): fffe2ca2
Time: 8210 | a: 0100010010100101 | b: 0101000111011110 | result: 00010101111100111011110000010110 | result (hex): 15f3bc16
Time: 8220 | a: 0001101101011001 | b: 1000111000011000 | result: 11110011110101001110111001011000 | result (hex): f3d4ee58
Time: 8230 | a: 0010111100110010 | b: 1010100100101110 | result: 11101111111111100111110011111100 | result (hex): effe7cfc
Time: 8240 | a: 1100110010100001 | b: 0000000010010011 | result: 11111111111000101000000001110011 | result (hex): ffe28073
Time: 8250 | a: 1011010001001100 | b: 1101011001000011 | result: 00001100010101111011011111100100 | result (hex): c57b7e4
Time: 8260 | a: 0110001101111011 | b: 1100101000011010 | result: 11101011000011100010100001111110 | result (hex): eb0e287e
Time: 8270 | a: 0011111100010000 | b: 1101101100111111 | result: 11110110111100100011010011110000 | result (hex): f6f234f0
Time: 8280 | a: 1000011101001001 | b: 0011101000011010 | result: 11100100100110100100011101101010 | result (hex): e49a476a
Time: 8290 | a: 1110110001011000 | b: 0111010111010011 | result: 11110110111101000000010010001000 | result (hex): f6f40488
Time: 8300 | a: 1001101011011111 | b: 1111101101001101 | result: 00000001110110110011101000010011 | result (hex): 1db3a13
Time: 8310 | a: 0001001100111010 | b: 0111110101010111 | result: 00001001011010011101101010110110 | result (hex): 969dab6
Time: 8320 | a: 1101010001010010 | b: 1011010010000001 | result: 00001100111000011010010101010010 | result (hex): ce1a552
Time: 8330 | a: 1001111000000001 | b: 0001001011000001 | result: 11111000110100100011000011000001 | result (hex): f8d230c1
Time: 8340 | a: 0011010111100010 | b: 1110111100011101 | result: 11111100011100100001100010011010 | result (hex): fc72189a
Time: 8350 | a: 0111011110100000 | b: 1011010111010001 | result: 11011101010101011100100110100000 | result (hex): dd55c9a0
Time: 8360 | a: 1000101010011011 | b: 0011110001000101 | result: 11100100010111001010111111000111 | result (hex): e45cafc7
Time: 8370 | a: 1000011110101111 | b: 0010010111110101 | result: 11101110001010010010010101111011 | result (hex): ee29257b
Time: 8380 | a: 0100101001011101 | b: 0011011011100001 | result: 00001111111100001111100110111101 | result (hex): ff0f9bd
Time: 8390 | a: 0100111100100011 | b: 1001011011111110 | result: 11011111100010100000011010111010 | result (hex): df8a06ba
Time: 8400 | a: 1011011101110101 | b: 1000001101110000 | result: 00100011010011000010001000110000 | result (hex): 234c2230
Time: 8410 | a: 1110110101000001 | b: 1001101011110000 | result: 00000111011001101000011011110000 | result (hex): 76686f0
